,Year,Rated,Runtime,Genre,Awards,imdbRating,imdbVotes,DVD,studio_size,meta_class
5575,2016,PG-13,125,Biography,Other Win,6.4,4828,1,small,1
5577,2016,Not Rated,90,Drama,Other Win,6.8,139,0,small,1
5578,2016,PG-13,104,Biography,Other Win,6.6,16414,1,small,0
5579,2016,R,115,Action,Nomination,6.3,62224,1,big,0
5582,2016,PG-13,96,Action,Other Win,6.1,16399,0,big,0
5583,2016,PG-13,107,Action,,6.3,23448,1,big,0
5595,2016,PG-13,127,Action,Other Win,5.4,98929,1,big,0
5596,2016,R,83,Action,Nomination,6.2,85611,1,small,0
5597,2016,R,96,Horror,Other Win,5.3,16350,1,small,0
5598,2016,R,95,Comedy,Other Win,5.6,1793,1,small,0
5599,2016,R,112,Crime,Other Win,6.5,157786,1,big,0
5605,2016,TV-MA,91,Action,,4.4,7127,0,small,0
5610,2016,R,99,Action,Other Win,5.9,134528,1,big,0
5618,2016,R,112,Biography,Nomination,6.6,47357,1,big,0
5632,2016,R,96,Comedy,,4.9,3164,1,small,0
5633,2016,PG-13,103,Drama,Other Win,7.2,271478,1,small,1
5634,2016,PG-13,120,Action,Other Win,5.7,100287,1,big,0
5637,2016,PG-13,111,Drama,Other Win,5.6,2975,1,big,0
5640,2016,R,94,Horror,Nomination,5.7,14595,0,small,0
5641,2016,R,117,Comedy,Other Win,6.9,49065,1,big,1
5646,2016,Not Rated,86,Comedy,Other Win,6.6,4392,1,small,1
5647,2016,PG-13,151,Action,Other Win,6.5,594076,1,big,0
5649,2016,R,104,Action,,6.0,14116,1,small,1
5650,2016,Not Rated,90,Drama,Other Win,6.2,570,1,small,1
5651,2016,R,88,Crime,Other Win,7.1,199298,1,small,1
5652,2016,Not Rated,90,Comedy,,5.5,803,0,small,0
5653,2016,Not Rated,90,Action,Other Win,5.6,907,1,small,0
5654,2016,Not Rated,85,Comedy,Other Win,6.5,1044,0,small,1
5655,2016,R,85,Comedy,Other Win,6.0,3390,1,small,0
5656,2016,R,82,Horror,Other Win,6.6,88114,1,small,1
5659,2016,Not Rated,91,Comedy,Other Win,6.3,3322,1,small,1
5660,2016,Not Rated,89,Drama,Other Win,7.2,49,1,small,1
5661,2016,Not Rated,98,Crime,,6.3,14671,1,small,0
5663,2016,R,92,Crime,,5.4,16643,1,small,0
5664,2016,R,81,Comedy,Other Win,5.4,1409,1,small,0
5665,2016,R,100,Action,Other Win,6.3,43236,1,big,1
5666,2016,Not Rated,95,Comedy,,5.7,702,1,small,1
5667,2016,Not Rated,104,Drama,Other Win,6.2,12623,1,small,0
5668,2016,Not Rated,96,Thriller,Other Win,6.2,3578,1,small,0
5669,2016,Not Rated,86,Thriller,Other Win,5.7,2256,1,small,1
5672,2016,R,92,Comedy,Nomination,6.7,15756,1,small,1
5673,2016,TV-MA,82,Drama,Nomination,5.1,982,0,small,1
5674,2016,Not Rated,91,Comedy,,5.9,503,1,small,0
5675,2016,R,89,Animation,Other Win,6.1,165072,1,big,1
5676,2016,R,100,Drama,,4.9,1892,1,small,0
5680,2016,PG-13,94,Comedy,Nomination,6.0,26876,1,small,0
5681,2016,Not Rated,83,Drama,Nomination,4.3,595,1,small,0
5684,2016,PG,109,Biography,Other Win,7.1,18636,1,big,0
5685,2016,TV-PG,90,Comedy,,6.1,6615,0,small,1
5690,2016,R,99,Comedy,Nomination,5.4,40622,1,big,0
5694,2016,R,83,Comedy,,5.3,19886,0,small,0
5696,2016,Not Rated,95,Comedy,,5.6,3577,1,small,0
5697,2016,R,93,Crime,Nomination,6.2,20994,1,small,0
5699,2016,PG-13,114,Action,Nomination,6.1,91720,1,big,0
5705,2013,PG-13,143,Drama,Oscar Win,7.2,447374,1,big,0
5708,2016,PG-13,94,Drama,Other Win,6.8,1396,0,small,0
5714,2016,R,94,Comedy,,4.9,35179,1,small,0
5717,2016,PG,120,Drama,Other Win,4.3,10742,1,small,0
5725,2016,PG,106,Adventure,Oscar Win,7.4,247719,1,big,1
5727,2016,R,113,Action,,6.3,54574,1,big,0
5732,2019,PG-13,90,Horror,,5.3,10438,0,small,0
5737,2016,PG-13,97,Drama,Nomination,6.2,35233,0,big,1
5738,2016,PG-13,117,Horror,Other Win,7.3,387440,1,big,1
5742,2016,PG,96,Drama,,6.4,7845,1,small,0
5746,2016,TV-14,89,Fantasy,Other Win,4.2,2723,1,small,0
5751,2016,Not Rated,114,Comedy,Other Win,5.2,165,0,small,0
5756,2016,PG-13,147,Action,Other Win,7.8,615519,1,big,1
5757,2016,PG,94,Animation,Other Win,5.6,9278,1,big,0
5758,2016,PG-13,106,Drama,,6.0,3510,1,small,0
5759,2016,Not Rated,90,Drama,,5.6,2603,1,small,1
5764,2016,R,80,Adventure,Other Win,6.4,3906,1,small,1
5765,2016,Not Rated,105,Fantasy,Nomination,5.1,9351,1,small,0
5769,2016,Not Rated,85,Animation,,5.3,900,1,small,0
5771,2016,PG-13,111,Comedy,Other Win,5.9,13661,1,big,1
5772,2016,Not Rated,105,Drama,Other Win,5.8,1851,1,small,0
5775,2016,Not Rated,88,Drama,Other Win,4.6,491,0,small,0
5776,2016,Not Rated,85,Drama,Other Win,5.6,3609,1,small,1
5779,2014,R,91,Action,,5.3,7609,1,small,0
5780,2016,Not Rated,98,Drama,Other Win,5.6,5821,0,big,0
5781,2016,Not Rated,103,Action,Nomination,5.0,255,0,small,0
5782,2016,Not Rated,84,Comedy,Nomination,5.9,1321,0,small,0
5784,2016,TV-MA,88,Comedy,Other Win,5.7,453,0,big,1
5786,2016,Not Rated,102,Drama,Other Win,4.7,731,1,small,0
5788,2016,Not Rated,105,Comedy,Other Win,5.6,1006,1,small,0
5789,2016,Not Rated,97,Drama,Nomination,5.3,2423,1,small,0
5790,2016,PG-13,94,Comedy,Other Win,6.3,1631,0,small,0
5791,2016,Not Rated,91,Drama,Other Win,6.8,88,0,small,1
5793,2016,Not Rated,91,Comedy,Other Win,5.6,7359,1,small,0
5795,2016,R,95,Crime,,5.3,6230,1,small,0
5797,2016,Not Rated,88,Drama,,5.2,1992,1,small,1
5799,2017,Not Rated,93,Drama,Other Win,7.5,6958,0,small,1
5802,2016,R,102,Crime,,5.5,1688,1,big,0
5803,2016,Not Rated,92,Drama,Other Win,5.3,5140,1,small,0
5808,2016,R,98,Comedy,Other Win,6.1,37718,1,big,0
5812,2016,Not Rated,94,Comedy,,5.8,621,1,small,1
5816,2016,R,103,Action,,5.4,2016,1,small,0
5817,2016,PG,91,Animation,Other Win,4.5,928,1,big,0
5819,2016,TV-MA,101,Comedy,,5.8,17432,1,big,0
5820,2016,PG-13,104,Comedy,Nomination,7.6,23975,1,small,0
5822,2016,PG,107,Biography,,7.2,14755,1,big,0
5823,2016,PG,95,Drama,Other Win,6.9,727,0,small,0
5826,2016,Not Rated,86,Comedy,,5.5,2568,0,small,0
5831,2016,R,92,Comedy,Other Win,5.7,107238,1,big,0
5835,2016,R,93,Crime,,5.5,6265,1,small,0
5841,2016,PG,97,Animation,Other Win,6.3,74477,1,big,0
5853,2016,PG-13,90,Drama,Other Win,5.0,2658,1,big,0
5854,2016,R,97,Crime,,5.4,4993,1,big,0
5860,2016,PG-13,144,Action,Other Win,6.9,371728,1,big,0
5862,2016,PG,113,Adventure,Other Win,6.2,84478,1,big,0
5863,2016,R,116,Action,Other Win,7.4,254015,1,big,1
5866,2016,PG-13,96,Comedy,Nomination,6.6,65609,1,small,1
5868,2016,R,98,Crime,Nomination,6.5,89462,1,small,0
5870,2016,TV-MA,156,Horror,Other Win,7.4,40025,1,small,1
5871,2016,PG-13,92,Horror,,4.4,12857,1,small,0
5872,2016,R,134,Horror,Other Win,7.3,207702,1,big,1
5875,2014,Not Rated,126,Crime,Other Win,7.0,9647,1,small,1
5877,2016,R,107,Biography,Other Win,6.9,8452,0,small,1
5881,2016,PG,117,Adventure,Other Win,6.4,72270,1,big,1
5882,2016,Not Rated,97,Drama,Other Win,6.0,3122,0,small,1
5885,2016,R,163,Adventure,Other Win,7.0,33887,1,small,1
5886,2016,R,111,Biography,,6.6,13634,1,small,0
5887,2016,R,102,Action,Oscar Win,7.6,186265,1,small,1
5888,2016,R,113,Crime,,6.2,10790,1,small,0
5890,2016,PG-13,123,Biography,Oscar Win,7.0,29278,1,small,1
5891,2016,R,118,Comedy,Other Win,7.4,60126,1,small,1
5895,2016,PG,80,Animation,Oscar Win,7.5,27279,1,small,1
5897,2016,R,98,Action,,4.3,23219,1,small,0
5900,2016,R,130,Drama,Other Win,4.8,4128,1,small,0
5901,2016,Not Rated,93,Action,Nomination,4.7,7054,1,small,0
5904,2016,PG-13,112,Action,Nomination,6.0,79890,1,big,0
5905,2016,PG,101,Drama,,5.6,644,1,small,0
5906,2016,PG-13,106,Drama,Other Win,7.4,187418,1,big,0
5908,2016,PG-13,123,Action,Other Win,6.8,231105,1,big,0
5909,2016,R,87,Comedy,Other Win,6.7,49355,1,big,1
5917,2016,TV-MA,108,Action,,5.7,35707,1,big,0
5925,2016,PG-13,98,Adventure,Nomination,5.7,2037,0,small,0
5928,2016,PG-13,129,Action,Nomination,6.5,226425,1,big,0
5930,2016,Not Rated,92,Drama,Other Win,8.2,49,0,small,1
5933,2016,Not Rated,97,Drama,Other Win,5.6,608,0,small,1
5934,2016,R,92,Drama,Nomination,6.4,1868,1,small,0
5936,2016,R,90,Drama,Other Win,4.8,7899,1,small,0
5945,2016,Not Rated,88,Drama,Nomination,5.7,320,0,small,1
5952,2016,R,98,Horror,Other Win,4.4,3504,1,small,0
5956,2016,PG-13,98,Drama,Other Win,6.8,346,0,small,0
5962,2016,PG,97,Animation,Other Win,7.3,222927,1,small,1
5963,2016,PG-13,81,Drama,Other Win,6.3,106070,1,small,0
5967,2016,PG-13,107,Action,Other Win,6.3,146516,1,big,0
5968,2016,PG-13,99,Action,Other Win,5.7,13981,1,big,0
5971,2016,TV-MA,104,Comedy,Other Win,5.9,734,0,small,0
5974,2016,Not Rated,98,Thriller,Nomination,4.1,2183,0,small,0
5978,2016,Not Rated,90,Comedy,Nomination,5.3,819,1,small,0
5981,2016,PG,112,Biography,Other Win,6.3,899,1,big,0
5984,2016,PG,87,Animation,Other Win,6.5,172089,1,big,1
5985,2016,Not Rated,87,Comedy,Other Win,6.2,1318,1,small,0
5987,2016,TV-MA,84,Action,,3.5,2430,1,small,0
5990,2016,PG,94,Animation,Other Win,5.7,51657,1,big,0
5991,2016,PG-13,120,Action,Other Win,5.2,159229,1,big,0
5996,2016,PG-13,86,Drama,Other Win,6.3,112277,1,small,0
6001,2016,R,110,Drama,Other Win,5.8,8944,1,small,0
6002,2016,R,139,Action,Other Win,6.9,47129,1,small,0
6006,2016,Not Rated,110,Drama,,7.7,323,0,small,0
6008,2016,Not Rated,90,Comedy,Nomination,5.1,908,0,small,0
6011,2016,PG-13,110,Action,Other Win,6.2,155261,1,small,0
6013,2016,R,98,Comedy,Nomination,6.0,77844,1,big,0
6014,2016,R,108,Action,Nomination,6.0,83767,1,big,0
6015,2016,PG,90,Animation,Nomination,5.9,4213,0,small,0
6018,2016,TV-14,100,Comedy,,4.6,1393,1,small,0
6019,2016,R,91,Comedy,Other Win,5.4,11287,1,small,0
6020,2016,R,107,Action,,5.5,17611,1,small,0
6021,2016,R,120,Biography,Other Win,7.2,39962,1,small,0
6024,2016,PG-13,123,Action,Other Win,6.6,196693,1,small,0
6034,2016,R,127,Biography,,7.0,63799,1,small,1
6038,2016,PG-13,110,Animation,Nomination,6.8,19027,1,small,0
6041,2016,PG-13,96,Adventure,Nomination,6.5,107172,1,small,0
6045,2016,Not Rated,90,Action,,4.9,9797,1,small,0
6047,2016,Not Rated,102,Horror,Other Win,4.8,5627,1,small,0
6058,2016,PG-13,122,Action,Oscar Win,7.1,216105,1,big,1
6060,2016,R,134,Biography,Other Win,7.3,125391,1,big,0
6061,2016,PG-13,83,Comedy,,4.6,1440,1,small,0
6066,2016,Not Rated,90,Action,,2.6,524,0,small,0
6072,2016,Not Rated,97,Comedy,Other Win,6.2,1638,0,small,1
6076,2016,R,100,Comedy,Other Win,6.2,106465,1,small,0
6081,2016,PG,102,Action,Other Win,6.7,50698,1,big,1
6083,2016,PG-13,123,Action,Oscar Win,6.0,558446,1,big,0
6088,2016,R,89,Drama,,5.4,3332,1,small,0
6092,2016,R,114,Biography,Nomination,7.1,162729,1,big,0
6095,2016,R,95,Action,,6.6,784,1,small,0
6098,2016,Not Rated,92,Comedy,,5.0,4050,1,small,0
6102,2016,Not Rated,87,Comedy,Nomination,5.7,326,1,small,1
6111,2016,PG,101,Animation,Oscar Win,7.8,110103,1,big,1
6121,2016,R,90,Comedy,,5.3,476,1,small,0
6122,2016,Not Rated,96,Comedy,Other Win,6.3,16561,1,big,0
6123,2016,R,109,Biography,,6.5,38500,1,small,1
6127,2015,Not Rated,135,Drama,Other Win,6.1,39737,1,small,0
6130,2016,R,98,Action,Nomination,5.7,70936,1,big,0
6132,2016,R,128,Action,Nomination,5.2,10225,1,small,0
6135,2016,PG,130,Biography,,7.2,3620,1,small,0
6153,2016,PG-13,128,Comedy,Oscar Win,8.0,459776,1,small,1
6154,2016,PG-13,116,Drama,Oscar Win,7.9,544941,1,small,1
6155,2016,PG-13,133,Drama,Other Win,7.2,48484,1,small,0
6161,2011,PG-13,90,Drama,,5.1,181,1,small,0
6163,2016,R,117,Biography,Other Win,6.8,23062,1,big,1
6164,2016,R,94,Drama,Nomination,6.2,8397,1,small,1
6165,2016,PG-13,96,Biography,Oscar Win,7.4,215364,1,small,1
6166,2016,R,116,Drama,Oscar Win,7.5,216875,1,big,1
6167,2016,R,111,Drama,Oscar Win,7.4,243114,1,small,1
6168,2016,R,106,Drama,Other Win,6.3,14123,1,big,1
6172,2016,R,148,Drama,Other Win,7.1,32859,1,small,0
6173,2016,R,110,Crime,Other Win,6.1,3379,1,small,0
6175,2016,R,139,Biography,Oscar Win,8.1,389589,1,big,1
6176,2016,R,123,Comedy,Other Win,6.5,63276,1,small,0
6179,2016,TV-PG,89,Adventure,Other Win,7.0,349,0,small,1
6181,2016,R,118,Drama,Other Win,5.3,22961,1,small,1
6182,2016,Not Rated,86,Drama,,4.3,83,0,small,0
6183,2016,R,100,Biography,Oscar Win,6.7,68495,1,small,1
6184,2016,R,102,Action,Nomination,6.4,10171,1,small,0
6185,2016,PG-13,132,Action,Other Win,6.9,174267,1,big,0
6186,2016,R,108,Crime,Other Win,6.1,13643,1,small,0
6187,2016,PG-13,107,Crime,Nomination,5.1,5137,1,big,0
6188,2016,R,85,Drama,Nomination,3.9,8463,1,small,0
6191,2016,Not Rated,98,Comedy,Other Win,6.6,5733,1,small,0
6193,2016,PG-13,111,Biography,Other Win,6.8,12888,1,small,1
6194,2016,PG-13,108,Animation,Other Win,7.5,73673,1,big,1
6196,2016,R,97,Comedy,,4.8,1130,1,small,0
6198,2016,R,109,Comedy,Other Win,6.2,54413,1,small,1
6199,2016,R,98,Biography,Nomination,6.5,4906,1,small,0
6200,2016,PG-13,102,Adventure,,6.6,819,1,big,0
6201,2016,Not Rated,95,Comedy,,5.8,4680,0,small,1
6202,2016,Not Rated,77,Comedy,Other Win,5.8,405,0,small,1
6206,2016,R,89,Horror,,6.1,40528,1,small,0
6207,2016,PG-13,118,Biography,Oscar Win,8.0,190361,1,small,1
6208,2016,PG,124,Biography,Other Win,7.4,13774,0,small,1
6209,2016,TV-MA,89,Comedy,Nomination,5.7,6273,1,big,0
6210,2016,Not Rated,82,Comedy,,6.5,3776,1,big,1
6213,2016,R,89,Horror,Other Win,5.0,38707,1,small,0
6214,2016,PG,108,Animation,Other Win,7.1,122074,1,small,0
6215,2016,Not Rated,88,Drama,Other Win,6.7,1019,1,big,0
6216,2016,PG-13,109,Biography,Nomination,6.7,17398,1,small,1
6217,2016,PG-13,133,Action,Other Win,5.9,165602,1,big,0
6220,2016,Not Rated,96,Drama,Nomination,6.1,6533,1,small,1
6221,2016,PG-13,75,Animation,Other Win,6.0,855,1,small,1
6223,2016,PG,92,Comedy,Nomination,5.8,6825,1,big,0
6224,2016,R,107,Drama,Nomination,6.8,9481,0,small,0
6225,2016,Not Rated,80,Drama,Nomination,7.3,11628,1,small,1
6226,2016,R,108,Drama,Other Win,6.5,9284,0,big,0
6227,2016,PG-13,107,Action,Oscar Win,7.1,138533,1,big,1
6229,2016,PG-13,95,Action,Other Win,5.4,6432,1,small,0
6231,2016,R,92,Adventure,Other Win,5.9,898,0,small,0
6232,2016,PG-13,88,Biography,,6.6,14310,1,small,0
6233,2016,R,109,Drama,Nomination,5.3,9336,1,big,0
6240,2016,R,104,Comedy,Other Win,7.3,93165,1,small,1
6241,2016,Not Rated,88,Drama,,6.4,2480,1,small,0
6243,2016,Not Rated,83,Crime,Nomination,4.3,297,0,small,0
6244,2016,PG-13,86,Drama,,5.3,980,0,small,1
6248,2016,R,76,Drama,Other Win,6.1,1503,1,small,0
6251,2016,Not Rated,98,Drama,Nomination,7.5,3618,1,small,0
6254,2016,R,89,Comedy,Other Win,6.5,25718,1,small,1
6255,2016,PG,87,Animation,Other Win,6.8,52086,1,big,0
6264,2016,PG-13,127,Adventure,Other Win,6.7,146628,1,big,0
6265,2016,Not Rated,85,Action,Nomination,5.0,3161,1,small,0
6268,2016,PG-13,95,Comedy,Nomination,5.8,47360,1,big,0
6269,2016,Not Rated,85,Drama,,5.1,118,0,small,1
6274,2016,R,90,Comedy,Other Win,5.2,7396,0,small,0
6278,2016,Not Rated,94,Adventure,Other Win,4.6,651,1,small,0
6281,2016,Not Rated,86,Horror,Other Win,3.8,1212,1,small,0
6285,2016,PG,105,Biography,Other Win,6.6,269,0,small,0
6291,2016,R,128,Action,Other Win,7.3,243553,1,big,0
6298,2016,Not Rated,106,Drama,Nomination,5.9,13904,0,small,0
6301,2016,PG,92,Comedy,Nomination,6.1,6934,1,small,0
6307,2016,PG,92,Animation,Oscar Win,6.5,65742,1,small,0
6308,2016,PG-13,121,Action,Other Win,6.2,145584,1,big,0
6311,2016,R,119,Comedy,Oscar Win,7.3,34790,1,small,1
6312,2016,Not Rated,95,Drama,,4.4,2452,0,small,0
6322,2016,R,92,Crime,,5.1,14794,1,small,0
6323,2016,PG-13,118,Action,Other Win,6.1,127646,1,big,0
6326,2016,PG-13,115,Action,Oscar Win,7.5,548611,1,big,1
6327,2016,PG-13,92,Action,,4.6,17427,1,big,0
6328,2016,R,113,Action,Other Win,6.2,19892,1,big,0
6333,2016,TV-14,109,Comedy,,5.5,189,1,small,0
6338,2016,PG-13,141,Biography,Other Win,6.6,70798,1,small,1
6341,2016,TV-MA,86,Comedy,Other Win,5.3,412,1,big,0
6349,2016,PG-13,99,Drama,Other Win,6.1,49564,1,big,1
6351,2016,PG-13,105,Action,Nomination,5.9,53663,1,big,0
6354,2016,PG,100,Comedy,Nomination,6.9,7526,0,small,0
6363,2016,PG-13,112,Biography,Nomination,5.8,2944,1,small,0
6364,2016,PG-13,103,Comedy,Nomination,4.6,7241,1,big,0
6376,2016,PG-13,111,Comedy,Nomination,6.1,5571,1,small,0
6380,2016,R,92,Adventure,,5.1,6055,1,small,0
6395,2016,R,90,Comedy,,4.7,454,1,small,0
6404,2016,PG-13,91,Drama,Nomination,4.7,11629,1,small,0
6407,2016,PG-13,132,Adventure,Oscar Win,7.3,382225,1,big,1
6408,2016,Not Rated,90,Horror,Other Win,5.8,27115,1,small,1
6411,2016,PG-13,127,Comedy,Other Win,5.7,8473,1,big,0
6413,2016,TV-14,98,Action,,5.9,18248,1,big,0
6414,2016,R,120,Comedy,Other Win,5.7,6266,1,big,0
6416,2016,R,112,Drama,Nomination,5.7,7386,1,small,0
6419,2016,R,132,Drama,Other Win,7.5,57148,1,small,1
6427,2016,R,124,Action,Oscar Win,7.1,131581,1,big,0
6429,2016,PG,107,Animation,Oscar Win,7.6,241402,1,big,1
6434,2016,R,133,Action,Other Win,7.4,79866,1,small,1
6435,2016,R,88,Action,,4.1,1727,1,small,0
6441,2016,R,92,Comedy,Other Win,5.6,21445,1,small,0
6442,2016,R,91,Action,,5.8,65523,1,small,0
6443,2016,PG-13,115,Biography,Other Win,7.2,104779,1,big,1
6447,2016,R,161,Drama,Oscar Win,7.2,90998,1,big,1
6450,2016,PG-13,91,Horror,,5.2,10722,0,small,0
6453,2016,PG-13,97,Drama,Other Win,5.2,978,1,small,0
6458,2016,PG-13,103,Action,Other Win,5.9,117169,1,big,0
6460,2016,PG-13,139,Drama,Oscar Win,7.2,90810,1,big,1
6463,2016,R,105,Comedy,Other Win,5.8,64081,1,big,0
6471,2016,R,90,Action,,3.4,1303,1,big,0
6473,2016,PG-13,133,Action,Oscar Win,7.8,513828,1,big,1
6474,2016,R,146,Drama,Other Win,6.4,73912,1,big,0
6475,2016,PG-13,97,Drama,Other Win,6.8,83279,1,small,0
6476,2016,PG-13,115,Action,Other Win,5.7,173206,1,big,0
6477,2016,R,129,Action,Nomination,6.4,48868,1,big,0
6479,2016,R,107,Action,Other Win,5.5,78184,1,big,0
6484,2016,PG-13,116,Drama,Oscar Win,7.0,324115,1,small,0
6486,2016,R,111,Comedy,Other Win,6.2,94117,1,big,0
6489,2016,PG,127,Biography,Oscar Win,7.8,180675,1,big,1
6490,2016,R,89,Horror,,4.6,3534,1,small,0
6491,2016,R,120,Crime,Other Win,6.7,52878,1,small,0
6507,2016,PG,91,Comedy,Other Win,6.1,1621,0,small,0
6532,2017,PG-13,107,Action,Other Win,5.2,80773,1,big,0
6533,2017,PG-13,96,Drama,,4.2,19066,1,small,0
6534,2017,R,97,Action,,4.0,3703,1,small,0
6547,2017,R,95,Action,Nomination,5.6,27032,1,big,0
6549,2017,R,84,Crime,,4.2,1124,0,small,0
6550,2017,R,100,Action,,6.2,2455,0,small,0
6565,2017,PG,100,Adventure,Nomination,7.2,59618,1,small,0
6566,2017,R,90,Comedy,Other Win,5.8,17246,1,small,1
6567,2017,TV-MA,93,Comedy,Other Win,6.9,41775,1,small,1
6568,2017,Not Rated,75,Drama,Other Win,6.3,384,0,small,1
6571,2017,R,123,Drama,Other Win,6.6,3349,1,small,1
6573,2017,TV-MA,102,Drama,,6.3,26146,1,big,0
6574,2017,Not Rated,84,Comedy,Nomination,5.7,1240,1,big,0
6575,2017,R,120,Comedy,Oscar Win,7.6,110447,1,small,1
6576,2017,R,97,Comedy,Nomination,6.4,3681,1,big,1
6578,2017,Not Rated,97,Comedy,Nomination,6.2,72,1,small,0
6579,2017,R,98,Comedy,Other Win,6.6,30213,1,small,1
6580,2017,R,93,Comedy,Other Win,5.0,1610,0,small,0
6582,2017,PG-13,98,Drama,Other Win,6.4,41535,1,big,0
6583,2017,R,134,Drama,Oscar Win,7.4,36598,1,big,1
6584,2017,R,94,Drama,Other Win,5.7,2754,1,small,0
6585,2017,Not Rated,80,Adventure,Other Win,6.2,4749,0,big,0
6586,2017,TV-MA,94,Action,Nomination,5.2,8301,1,small,0
6587,2017,R,107,Crime,Other Win,7.7,182776,1,big,1
6588,2017,PG-13,95,Drama,Other Win,5.8,5237,1,big,1
6589,2017,R,92,Crime,Other Win,6.7,28549,1,big,1
6590,2017,R,96,Drama,Other Win,6.5,7258,1,small,1
6591,2017,Not Rated,94,Drama,Other Win,7.0,1983,1,small,1
6592,2017,Not Rated,94,Animation,,5.0,1221,0,small,0
6593,2017,R,94,Comedy,Nomination,5.8,9322,1,small,0
6594,2017,R,80,Horror,Nomination,4.5,10377,1,small,1
6595,2017,TV-14,95,Biography,,5.9,7806,1,big,1
6596,2017,TV-MA,107,Drama,Nomination,6.8,35631,1,big,1
6597,2017,R,94,Drama,Other Win,5.8,1647,1,small,1
6599,2017,TV-MA,100,Biography,Other Win,6.2,2356,0,small,1
6600,2017,Not Rated,83,Comedy,Other Win,4.6,1425,0,small,0
6601,2017,Not Rated,100,Drama,Other Win,7.2,11873,0,small,1
6602,2017,R,92,Drama,Other Win,6.8,50702,1,small,1
6603,2017,R,94,Biography,Other Win,6.5,1566,1,small,1
6604,2017,TV-14,92,Comedy,Nomination,6.1,1363,1,big,1
6605,2017,Not Rated,99,Drama,Other Win,6.3,5107,1,small,1
6606,2017,R,104,Horror,Oscar Win,7.7,437103,1,big,1
6607,2017,R,98,Drama,Nomination,5.5,1280,1,small,1
6608,2017,PG-13,97,Comedy,Other Win,7.3,14359,1,big,1
6609,2017,R,82,Comedy,Other Win,6.0,8380,0,big,1
6610,2017,R,109,Drama,Other Win,6.8,8961,0,small,1
6611,2017,R,98,Drama,Other Win,6.4,10487,1,small,1
6612,2017,PG,82,Drama,Other Win,6.5,1538,0,small,1
6614,2017,PG-13,106,Biography,,6.7,6969,1,big,0
6615,2017,R,108,Comedy,,6.6,6713,1,small,0
6617,2017,R,91,Comedy,Other Win,6.6,4795,1,big,1
6618,2017,TV-MA,96,Drama,Nomination,6.1,2360,1,big,1
6620,2017,R,119,Drama,,6.9,8151,1,small,0
6621,2017,PG-13,111,Drama,Nomination,6.2,13811,1,small,0
6623,2017,Not Rated,117,Drama,,6.4,10844,0,small,0
6624,2017,Not Rated,107,Action,Nomination,5.2,8156,0,small,0
6625,2017,Not Rated,97,Adventure,,5.0,670,0,small,0
6629,2017,Not Rated,117,Biography,Other Win,6.8,4714,1,small,0
6630,2017,R,81,Comedy,Other Win,5.2,4204,1,small,0
6631,2017,TV-MA,85,Comedy,Nomination,6.5,5441,1,big,1
6634,2017,Not Rated,103,Crime,Other Win,6.6,15654,1,small,1
6635,2017,R,122,Action,Other Win,7.5,327238,1,big,1
6640,2017,PG-13,102,Drama,Other Win,4.5,35653,1,big,0
6643,2017,PG-13,120,Drama,Nomination,6.4,43843,1,small,0
6644,2017,PG,104,Animation,Other Win,7.3,122594,1,big,1
6648,2017,TV-MA,92,Drama,Nomination,5.0,6392,1,small,0
6649,2017,Not Rated,98,Drama,Other Win,6.5,617,0,small,0
6650,2017,R,122,Action,Other Win,7.5,327238,1,big,1
6651,2017,PG-13,96,Comedy,Other Win,5.2,805,1,small,0
6652,2017,PG,99,Drama,Other Win,6.3,106,0,small,1
6655,2017,PG,100,Drama,,5.9,349,0,small,0
6665,2017,R,118,Drama,Other Win,4.6,85257,1,big,0
6669,2010,Not Rated,101,Drama,Other Win,7.1,25318,1,big,1
6670,2017,R,120,Crime,Nomination,4.5,6940,1,small,0
6677,2017,Not Rated,91,Comedy,Nomination,6.9,3314,1,big,0
6683,2017,PG-13,95,Comedy,,5.5,3277,1,small,0
6684,2017,R,91,Comedy,Other Win,5.6,37028,1,big,0
6689,2017,TV-MA,136,Biography,Other Win,7.2,11748,1,small,1
6701,2017,Not Rated,83,Horror,,5.1,1191,1,small,0
6708,2017,PG-13,118,Action,Oscar Win,6.6,251020,1,small,1
6711,2017,PG-13,132,Drama,Other Win,6.3,27419,1,big,0
6717,2017,PG-13,87,Comedy,Nomination,5.8,24083,1,small,0
6719,2017,PG-13,118,Drama,Other Win,6.6,834,0,small,0
6728,2017,PG-13,127,Biography,Other Win,7.0,33880,1,big,0
6732,2017,R,86,Comedy,,5.7,5529,1,small,0
6734,2017,R,129,Drama,Nomination,5.7,16619,1,small,0
6735,2017,Not Rated,80,Crime,Nomination,5.4,681,1,small,0
6740,2017,R,106,Drama,,6.6,23245,1,small,0
6742,2017,TV-MA,109,Comedy,Other Win,5.3,1255,1,small,0
6744,2017,TV-MA,88,Comedy,,6.2,7340,1,big,1
6745,2017,R,113,Action,Oscar Win,7.6,392850,1,big,1
6747,2017,R,111,Action,Nomination,6.2,4263,1,small,1
6749,2017,Not Rated,90,Drama,Other Win,5.6,118,0,small,0
6750,2017,R,93,Comedy,Other Win,6.0,4097,1,small,0
6756,2017,TV-MA,95,Crime,,5.8,6033,1,big,0
6757,2017,R,91,Crime,,6.6,8904,1,small,1
6758,2017,R,81,Drama,Other Win,5.0,2092,1,small,0
