,Year,Rated,Runtime,Genre,Awards,imdbRating,imdbVotes,DVD,studio_size,meta_class
4431,2014,TV-MA,90,Drama,,4.3,3257,1,small,0
4433,2014,PG-13,108,Action,Other Win,6.0,170146,1,big,0
4434,2014,PG-13,102,Action,Other Win,5.5,67899,1,small,0
4435,2014,PG,98,Adventure,Other Win,6.2,97893,1,big,0
4440,2014,Not Rated,82,Comedy,,5.4,5228,1,small,0
4474,2015,TV-MA,94,Comedy,,5.3,1772,1,small,0
4481,2015,R,133,Action,Other Win,5.4,49835,1,small,0
4482,2015,R,119,Drama,,5.5,1755,1,small,0
4483,2015,Not Rated,81,Horror,,4.2,3057,1,small,0
4486,2018,R,132,Biography,Oscar Win,7.2,97207,1,small,1
4488,2015,R,91,Horror,Other Win,4.7,35827,1,big,0
4490,2015,R,101,Comedy,Other Win,6.6,68057,1,small,0
4491,2015,R,92,Action,,5.6,48316,1,small,0
4492,2015,PG-13,94,Action,Nomination,5.6,17705,1,big,0
4494,2015,PG-13,114,Drama,Other Win,7.3,9882,1,small,0
4500,2015,R,107,Action,Other Win,5.5,63025,1,small,0
4501,2015,Not Rated,86,Action,Nomination,5.7,4917,1,small,0
4502,2015,R,100,Comedy,Nomination,6.1,9299,1,small,0
4503,2015,R,104,Adventure,Nomination,6.3,22887,1,small,0
4504,2015,Not Rated,93,Horror,,5.6,5157,0,big,0
4505,2015,R,99,Crime,Nomination,6.3,57196,1,big,0
4506,2015,Not Rated,99,Drama,Other Win,6.1,1772,0,small,0
4509,2015,R,113,Comedy,Nomination,5.9,5057,1,small,1
4510,2015,R,106,Biography,Other Win,7.3,26902,1,small,1
4511,2015,R,99,Drama,,4.9,72285,1,small,0
4512,2015,R,88,Comedy,Other Win,7.1,24194,1,big,1
4513,2015,R,79,Comedy,Other Win,6.1,15067,1,small,1
4514,2015,PG,99,Animation,Other Win,5.8,9554,1,big,0
4516,2015,R,85,Drama,Other Win,7.1,5518,1,small,1
4518,2015,PG-13,98,Drama,Nomination,6.0,26227,1,big,1
4519,2015,R,108,Comedy,Other Win,6.4,18281,1,small,1
4520,2015,R,84,Comedy,Other Win,6.7,23508,0,small,1
4521,2015,PG,85,Animation,Oscar Win,7.3,34444,1,big,1
4522,2015,R,101,Drama,Other Win,5.6,2133,1,small,1
4523,2015,R,101,Comedy,Nomination,6.5,37476,1,big,1
4524,2015,R,102,Comedy,Other Win,6.9,27907,1,big,1
4526,2015,R,88,Crime,Other Win,6.3,28405,1,small,1
4528,2015,R,103,Comedy,Other Win,7.2,77855,1,big,1
4529,2015,Not Rated,97,Horror,Other Win,5.7,14323,1,small,1
4530,2015,PG-13,105,Comedy,Other Win,7.7,115878,1,small,1
4531,2015,Not Rated,94,Drama,Other Win,5.8,3703,1,small,0
4532,2015,PG-13,98,Adventure,Nomination,5.6,3363,1,small,1
4533,2015,R,85,Drama,Other Win,6.1,4722,1,small,0
4534,2015,PG-13,98,Biography,Other Win,6.6,16480,1,big,1
4535,2015,Not Rated,75,Crime,Nomination,5.2,1595,0,small,0
4536,2015,Not Rated,99,Comedy,Nomination,6.1,158,1,small,0
4538,2015,R,90,Comedy,Nomination,5.7,2911,1,small,1
4539,2015,R,122,Biography,Other Win,6.9,33985,1,big,1
4540,2015,Not Rated,90,Drama,Other Win,6.2,4093,0,small,0
4541,2015,Not Rated,84,Drama,Other Win,6.3,1649,1,small,1
4544,2015,Not Rated,93,Action,Other Win,6.7,24649,0,small,0
4545,2015,R,85,Drama,Nomination,5.8,5248,1,small,1
4546,2015,Not Rated,70,Comedy,Nomination,6.1,157,0,small,1
4547,2015,R,85,Comedy,Other Win,6.9,7655,1,small,1
4548,2015,PG-13,127,Action,Other Win,5.3,171184,1,big,0
4549,2015,PG-13,92,Comedy,Nomination,6.7,6559,1,small,1
4550,2015,R,112,Drama,,5.7,6320,1,small,0
4551,2015,Not Rated,98,Drama,Other Win,6.8,692,1,small,1
4552,2015,R,105,Comedy,Nomination,5.4,6034,1,big,1
4553,2015,PG,92,Animation,Other Win,6.0,45586,1,big,1
4554,2015,PG-13,106,Drama,,6.4,72992,1,big,0
4555,2015,PG-13,90,Adventure,,5.4,4394,1,big,0
4556,2015,Not Rated,98,Biography,Other Win,5.6,4439,1,small,0
4558,2015,PG-13,88,Comedy,Other Win,6.6,31535,1,small,0
4561,2015,TV-MA,105,Comedy,Other Win,7.1,853,0,small,1
4565,2015,R,79,Comedy,Other Win,6.7,13970,1,big,1
4572,2015,R,98,Comedy,Nomination,5.4,13251,1,big,0
4574,2015,PG-13,128,Adventure,Nomination,5.7,9026,1,big,0
4577,2015,Not Rated,95,Drama,,4.9,391,0,small,0
4581,2015,Not Rated,90,Drama,Other Win,6.3,5346,1,big,1
4582,2015,R,118,Drama,Other Win,5.7,23172,0,small,0
4584,2015,PG,104,Drama,Nomination,6.9,59208,1,big,1
4586,2015,PG,129,Biography,Other Win,7.4,32969,1,big,0
4587,2015,R,125,Drama,Oscar Win,4.1,285618,1,big,0
4588,2017,R,104,Horror,Nomination,6.6,191103,1,small,0
4590,2015,Not Rated,90,Drama,Nomination,5.2,1454,1,small,0
4591,2015,PG-13,100,Comedy,,4.1,7274,1,small,0
4597,2015,R,105,Comedy,Nomination,6.6,199691,1,big,0
4598,2015,PG-13,101,Comedy,Other Win,6.5,77793,1,big,0
4601,2015,PG,105,Drama,Oscar Win,6.9,149757,1,big,1
4609,2015,R,115,Action,Nomination,5.8,37277,1,big,0
4611,2015,PG-13,83,Horror,Nomination,5.2,39069,0,small,0
4614,2015,R,93,Comedy,Nomination,5.1,35344,1,big,0
4623,2015,PG,122,Comedy,Nomination,6.6,29689,1,big,0
4624,2015,R,95,Action,,6.1,18231,1,small,0
4626,2015,R,94,Action,,5.3,7246,0,big,0
4631,2015,Not Rated,89,Comedy,Nomination,5.6,307,0,small,0
4634,2015,Not Rated,105,Comedy,,7.9,136,0,small,0
4637,2015,R,91,Comedy,Nomination,5.4,30111,1,big,0
4638,2015,R,120,Action,Nomination,6.8,218963,1,big,0
4643,2015,Not Rated,98,Comedy,,6.1,1704,1,small,0
4648,2015,R,114,Action,,6.6,96595,1,small,0
4653,2015,PG-13,119,Action,Other Win,6.2,205664,1,big,0
4657,2015,Not Rated,100,Drama,Other Win,6.6,77995,1,small,1
4659,2015,R,90,Comedy,Other Win,6.2,2043,0,small,1
4662,2015,Not Rated,73,Comedy,Other Win,5.8,113,1,small,0
4663,2016,PG-13,97,Horror,Nomination,6.0,72053,1,small,0
4667,2015,R,97,Drama,Other Win,5.4,2004,0,small,0
4669,2015,Not Rated,86,Adventure,Other Win,5.6,257,0,small,1
4670,2015,Not Rated,86,Action,Other Win,6.3,14547,1,small,1
4671,2015,R,90,Comedy,Other Win,6.6,17916,1,small,1
4672,2015,Not Rated,79,Drama,Nomination,5.6,10578,1,small,0
4673,2015,R,97,Drama,Other Win,6.3,1732,0,small,1
4674,2015,Not Rated,85,Comedy,Nomination,5.4,2140,0,big,0
4677,2015,R,106,Drama,Other Win,6.2,2042,0,small,1
4678,2015,R,95,Comedy,Nomination,5.4,176,1,small,0
4679,2015,R,120,Action,Other Win,7.0,218778,1,big,1
4680,2015,Not Rated,97,Comedy,Nomination,6.3,819,1,small,0
4681,2015,Not Rated,85,Comedy,Other Win,6.5,128,0,small,0
4683,2015,Not Rated,76,Comedy,Other Win,5.7,1362,1,small,0
4684,2015,R,88,Comedy,,3.5,2988,1,small,0
4685,2015,Not Rated,84,Horror,Other Win,5.7,16031,1,small,1
4686,2015,Not Rated,103,Drama,Nomination,6.2,107,1,small,1
4687,2015,R,100,Comedy,Nomination,6.0,114774,1,big,0
4688,2015,PG-13,137,Action,Other Win,7.2,343570,1,big,1
4689,2015,Not Rated,113,Crime,Other Win,6.2,1596,1,small,0
4692,2015,TV-MA,86,Horror,,4.7,5039,1,small,0
4693,2015,R,83,Drama,Other Win,7.2,6473,0,small,1
4696,2015,R,100,Crime,,4.8,2970,1,small,0
4697,2015,R,106,Biography,Other Win,7.0,28420,1,small,0
4699,2015,PG-13,96,Action,Other Win,5.7,1475,1,small,0
4700,2015,PG-13,120,Drama,Nomination,6.1,6691,1,small,0
4712,2015,R,85,Horror,,4.4,1854,1,big,0
4713,2015,PG-13,91,Drama,,7.0,6502,0,small,0
4714,2015,Not Rated,100,Drama,,5.0,1075,1,big,0
4727,2015,R,113,Action,,6.2,39343,1,small,0
4733,2015,R,91,Drama,Nomination,5.6,6977,0,small,0
4734,2015,Not Rated,90,Action,,4.9,804,1,small,0
4735,2015,PG-13,123,Drama,Other Win,7.1,72446,1,big,0
4743,2015,PG-13,112,Drama,Other Win,7.2,144316,1,big,0
4745,2015,R,101,Action,,5.6,1980,1,small,0
4746,2015,PG,94,Action,Other Win,4.4,32174,1,big,0
4749,2016,Not Rated,91,Crime,,5.3,3953,1,small,0
4760,2015,TV-14,89,Drama,Nomination,3.4,222,0,small,0
4763,2015,PG-13,141,Action,Other Win,7.3,697604,1,big,1
4767,2015,R,137,Crime,Nomination,6.5,61747,1,big,0
4769,2015,PG-13,119,Drama,Other Win,7.1,42344,1,big,1
4770,2015,R,100,Drama,Nomination,5.4,1126,1,small,0
4771,2015,R,87,Crime,Nomination,5.3,3725,1,small,0
4773,2015,R,88,Comedy,,5.4,284,0,small,0
4775,2015,Not Rated,107,Drama,Nomination,6.4,295,0,small,0
4778,2015,PG-13,105,Action,Other Win,5.6,124254,1,big,0
4779,2015,R,84,Drama,Other Win,5.9,1770,1,small,0
4780,2015,R,90,Crime,Other Win,5.0,1465,1,small,0
4781,2015,TV-MA,93,Drama,Other Win,5.1,4134,1,small,0
4783,2015,R,105,Drama,Other Win,5.8,3518,0,small,1
4785,2015,Not Rated,81,Adventure,Other Win,7.0,2630,1,small,1
4787,2015,Not Rated,98,Comedy,Other Win,5.2,275,0,small,1
4788,2015,R,93,Drama,,5.2,3931,0,small,0
4790,2015,Not Rated,98,Comedy,Other Win,5.2,2016,1,small,0
4793,2015,Not Rated,93,Comedy,,4.9,1813,0,small,0
4795,2015,Not Rated,90,Drama,Other Win,5.2,2046,0,small,0
4796,2015,R,100,Comedy,Nomination,6.4,13925,1,small,0
4798,2015,Not Rated,96,Comedy,,5.8,2591,1,big,0
4799,2015,PG-13,115,Comedy,Other Win,6.4,134890,1,big,1
4800,2015,Not Rated,101,Drama,Other Win,6.0,347,0,small,1
4806,2015,PG-13,95,Drama,Other Win,5.6,39991,1,big,0
4809,2015,R,90,Crime,,6.1,3992,1,big,0
4810,2015,Not Rated,82,Horror,Nomination,5.4,12468,1,small,1
4811,2015,PG-13,96,Action,,5.4,18262,0,small,0
4813,2015,PG-13,106,Drama,Nomination,7.4,21366,1,big,0
4815,2015,R,82,Comedy,,5.3,2077,1,small,0
4824,2015,R,88,Comedy,,6.8,46027,1,small,1
4826,2015,Not Rated,97,Drama,Other Win,6.2,617,1,small,0
4828,2015,R,107,Drama,,6.5,525,1,small,0
4829,2015,R,89,Comedy,Nomination,5.6,2707,1,small,0
4830,2015,PG-13,108,Comedy,Other Win,6.1,595,1,small,0
4836,2015,PG-13,87,Action,Nomination,5.1,46062,1,big,0
4842,2015,Not Rated,82,Horror,Nomination,4.5,2137,0,small,0
4843,2015,TV-MA,83,Drama,Other Win,5.5,852,1,small,0
4844,2018,R,100,Comedy,Nomination,6.5,96457,1,big,0
4850,2015,PG,102,Drama,Other Win,7.2,1781,1,small,0
4851,2015,R,120,Action,Oscar Win,8.1,815949,1,small,1
4852,2015,Not Rated,87,Drama,Other Win,6.1,2156,0,small,0
4854,2015,R,112,Drama,,6.2,3414,1,small,0
4857,2015,PG,130,Action,Other Win,6.4,165030,1,big,0
4864,2015,R,91,Horror,,4.2,11927,0,small,0
4866,2015,R,95,Comedy,Nomination,6.6,53248,1,big,0
4867,2015,PG-13,95,Biography,Nomination,6.0,3185,1,small,0
4869,2015,PG-13,110,Drama,Nomination,6.1,12077,1,small,0
4872,2015,R,118,Drama,Oscar Win,7.2,105585,1,big,1
4874,2015,R,95,Horror,Other Win,7.0,96763,1,small,1
4876,2015,R,109,Drama,Other Win,6.6,11156,1,small,1
4880,2015,R,121,Action,Oscar Win,7.6,343530,1,big,1
4881,2015,Not Rated,107,Drama,Other Win,6.5,1279,1,small,1
4885,2015,PG-13,114,Action,Other Win,6.0,199510,1,small,0
4888,2015,Not Rated,102,Comedy,Other Win,2.7,13302,1,big,0
4890,2015,Not Rated,92,Drama,,5.1,11290,1,small,0
4892,2015,R,113,Drama,Other Win,6.6,50390,1,big,1
4903,2015,PG-13,105,Comedy,Other Win,5.4,57595,1,big,0
4907,2015,Not Rated,87,Comedy,Other Win,6.0,775,0,small,0
4908,2015,PG-13,97,Horror,Other Win,6.1,86425,1,big,0
4910,2015,PG-13,124,Action,Other Win,7.0,553791,1,big,0
4911,2015,R,87,Drama,,4.8,474,1,small,0
4912,2015,Not Rated,87,Drama,,5.6,60,1,small,0
4919,2015,Not Rated,84,Drama,Other Win,4.9,351,1,small,0
4928,2015,Not Rated,98,Comedy,Nomination,5.4,1377,0,small,0
4938,2015,PG,91,Animation,Other Win,6.4,200720,1,big,0
4939,2015,Not Rated,107,Drama,Other Win,6.7,2723,0,small,0
4945,2015,Not Rated,78,Comedy,Other Win,6.5,4680,0,small,0
4946,2015,R,82,Comedy,Nomination,5.3,1473,1,small,0
4953,2015,Not Rated,90,Drama,Nomination,5.9,893,0,small,0
4954,2015,TV-MA,95,Adventure,Nomination,6.0,3770,0,small,0
4958,2015,R,124,Drama,Nomination,7.4,205933,1,big,0
4963,2015,PG-13,109,Comedy,Other Win,6.3,90379,1,big,0
4967,2015,Not Rated,102,Comedy,Nomination,6.1,449,1,small,0
4970,2015,PG-13,126,Action,Nomination,6.4,245781,1,big,0
4979,2015,R,115,Comedy,Other Win,6.3,173071,1,big,0
4980,2015,PG,111,Adventure,Other Win,6.7,24590,1,big,0
4985,2015,PG-13,117,Action,Other Win,7.3,529594,1,small,1
4986,2015,R,108,Comedy,,5.6,6385,0,big,0
4990,2015,PG-13,96,Drama,Other Win,3.6,564,1,small,0
4991,2015,R,115,Comedy,Other Win,5.6,49650,1,big,0
4994,2015,Not Rated,97,Comedy,,4.4,177,1,small,0
4998,2015,Not Rated,78,Drama,,5.1,4089,1,small,0
5004,2015,R,81,Horror,Nomination,4.2,18300,1,small,0
5007,2015,PG-13,117,Action,,6.5,84063,1,big,0
5009,2015,R,125,Comedy,Other Win,6.2,124542,1,big,1
5010,2015,PG-13,94,Comedy,Nomination,5.5,9729,1,big,0
5012,2015,Not Rated,96,Action,Nomination,5.5,13185,1,small,0
5013,2016,Not Rated,100,Comedy,Other Win,6.5,1523,0,small,0
5021,2015,TV-MA,87,Crime,Other Win,5.1,4205,1,small,0
5022,2018,TV-MA,95,Action,Other Win,5.8,40512,1,big,0
5029,2015,PG-13,91,Horror,,5.1,15333,1,small,0
5030,2015,R,101,Drama,Other Win,5.5,9849,0,small,0
5032,2015,PG-13,131,Action,Other Win,7.4,323066,1,big,1
5033,2015,Not Rated,91,Crime,Other Win,6.1,1095,0,small,1
5036,2015,R,92,Comedy,Other Win,5.5,10893,0,small,1
5041,2015,R,95,Action,Nomination,6.3,44421,1,small,0
5042,2015,R,99,Adventure,Other Win,6.1,90860,1,big,0
5044,2015,R,108,Drama,Other Win,7.0,128091,1,small,1
5050,2015,PG-13,116,Action,Other Win,7.3,248959,1,big,0
5052,2015,PG-13,101,Comedy,Nomination,5.9,21405,1,big,0
5055,2010,PG-13,140,Action,Other Win,6.6,244399,1,small,0
5060,2015,R,90,Drama,,4.7,4715,1,small,0
5064,2015,R,147,Biography,Oscar Win,7.9,169281,1,big,1
5065,2015,R,96,Drama,,6.2,33710,1,small,0
5066,2015,R,96,Action,Nomination,5.7,82269,1,big,0
5070,2015,PG-13,95,Drama,Nomination,5.1,11377,1,small,0
5071,2015,Not Rated,90,Drama,,4.4,1288,1,small,0
5076,2015,R,96,Action,,6.1,79191,1,small,0
5078,2015,R,97,Horror,Other Win,5.3,44225,1,big,0
5081,2015,Not Rated,89,Drama,,4.5,1661,0,small,0
5082,2015,TV-14,91,Drama,,6.4,679,1,small,0
5088,2015,R,103,Action,Other Win,6.8,72874,1,big,0
5098,2015,PG,120,Drama,Other Win,6.5,12271,1,big,0
5105,2015,PG-13,94,Horror,Other Win,6.2,106363,1,big,0
5115,2015,PG-13,131,Action,Other Win,6.3,208015,1,big,0
5116,2015,PG-13,121,Action,Other Win,7.1,185872,1,big,1
5117,2015,PG-13,100,Crime,Other Win,5.6,9289,1,big,0
5118,2015,R,101,Crime,Other Win,6.4,51840,1,small,0
5119,2015,Not Rated,137,Drama,Other Win,7.7,67282,0,big,1
5120,2015,R,129,Biography,Oscar Win,8.1,382865,1,big,1
5121,2015,R,132,Biography,Other Win,6.9,145181,1,small,0
5122,2015,R,123,Biography,Other Win,6.9,160212,1,small,1
5123,2015,R,90,Animation,Oscar Win,7.3,60681,1,small,1
5124,2015,R,118,Drama,Oscar Win,8.1,334957,1,small,1
5125,2015,Not Rated,72,Drama,Other Win,6.7,4175,1,small,1
5128,2015,R,119,Biography,Oscar Win,7.1,152624,1,big,1
5129,2015,R,122,Biography,Oscar Win,7.2,143570,1,big,1
5130,2015,Not Rated,115,Drama,Other Win,6.1,5072,0,small,1
5131,2015,PG-13,101,Drama,Other Win,6.1,25381,1,small,0
5132,2019,R,99,Horror,Nomination,5.6,25179,1,big,0
5133,2015,R,90,Drama,Nomination,5.9,8620,1,small,0
5138,2015,R,101,Comedy,Other Win,7.0,81767,1,small,0
5140,2015,R,107,Comedy,Nomination,6.1,19555,1,big,0
5141,2015,R,123,Biography,,5.7,5910,0,small,0
5144,2015,PG-13,144,Adventure,Oscar Win,8.0,709081,1,big,1
5148,2015,PG-13,121,Drama,,4.8,3194,1,small,0
5152,2015,Not Rated,116,Drama,Other Win,7.5,4316,1,small,1
5153,2015,R,96,Action,Other Win,6.7,81149,0,small,0
5154,2015,R,124,Biography,Oscar Win,7.5,70759,1,small,0
5155,2015,R,98,Comedy,Other Win,6.2,14809,0,small,1
5156,2015,PG-13,92,Drama,Nomination,5.9,5250,1,big,0
5157,2015,PG-13,103,Biography,Other Win,6.6,10896,1,big,0
5158,2015,Not Rated,82,Drama,Other Win,4.5,625,1,small,0
5159,2015,Not Rated,79,Drama,Other Win,6.4,14927,1,small,1
5160,2015,R,105,Comedy,Other Win,6.1,7286,1,small,1
5161,2015,R,95,Crime,Nomination,4.4,3356,1,small,0
5162,2015,PG-13,103,Comedy,Nomination,6.3,11113,0,small,1
5163,2015,R,97,Drama,Other Win,6.3,3721,0,small,0
5165,2015,PG-13,121,Comedy,Other Win,7.1,199728,1,big,0
5166,2015,PG-13,110,Thriller,Nomination,6.1,3361,1,small,0
5168,2015,Not Rated,87,Action,Other Win,4.5,1595,1,small,0
5169,2015,Not Rated,83,Comedy,Nomination,5.4,281,0,small,0
5170,2015,R,90,Action,Other Win,6.3,9582,0,small,0
5172,2015,Not Rated,94,Drama,Other Win,5.2,14689,0,small,0
5173,2015,R,89,Fantasy,Nomination,5.9,15145,0,small,0
5174,2015,PG-13,108,Biography,Other Win,7.2,46094,1,small,0
5176,2015,PG-13,97,Action,,5.4,6168,1,big,0
5180,2015,R,129,Drama,Nomination,5.2,3198,1,big,0
5181,2015,R,106,Crime,Other Win,5.7,34990,1,big,0
5182,2015,Not Rated,85,Drama,Other Win,5.4,1858,0,small,0
5184,2015,Not Rated,90,Action,,3.3,425,1,small,0
5185,2015,PG,111,Adventure,Nomination,5.7,57424,1,small,0
5186,2015,PG,89,Animation,Other Win,6.7,98141,1,big,0
5194,2015,PG-13,102,Action,Nomination,5.6,8915,1,small,0
5196,2015,R,119,Drama,Other Win,6.5,122335,1,big,1
5200,2015,PG,123,Adventure,Other Win,7.3,113048,1,big,1
5215,2015,Not Rated,132,Drama,Other Win,7.1,76816,1,small,1
5221,2015,R,90,Action,Other Win,4.5,4503,0,small,0
5224,2015,Not Rated,86,Action,,4.9,3712,0,small,0
5226,2015,PG,103,Adventure,Nomination,6.3,75861,1,big,0
5229,2015,PG-13,142,Drama,Oscar Win,7.6,271290,1,small,1
5232,2015,PG,99,Comedy,Other Win,6.5,4058,1,small,0
5246,2015,Not Rated,88,Horror,Other Win,4.9,3863,0,small,0
5248,2015,Not Rated,100,Horror,,3.3,314,0,small,0
5251,2015,Not Rated,84,Sci-Fi,,5.2,111,0,small,0
5253,2015,R,100,Biography,Other Win,6.4,8786,0,small,1
5255,2015,R,95,Crime,Other Win,6.1,3342,0,small,0
5256,2015,Not Rated,86,Drama,Nomination,6.1,3824,1,small,1
5260,2015,PG-13,106,Action,Nomination,6.0,89351,1,small,0
5275,2015,PG,123,Drama,Nomination,6.5,6220,1,small,0
5282,2015,R,101,Comedy,Other Win,6.6,99514,1,big,0
5285,2015,G,88,Animation,Other Win,7.1,40191,1,big,1
5286,2015,R,88,Horror,Other Win,4.6,23328,1,big,0
5289,2015,R,106,Comedy,,5.5,9936,1,big,0
5290,2015,PG,118,Adventure,Nomination,4.1,6906,1,big,0
5292,2015,R,93,Action,Nomination,6.3,42101,1,small,0
5293,2015,PG,96,Drama,Nomination,5.5,2268,1,small,0
5298,2015,PG-13,148,Action,Oscar Win,6.8,362851,1,big,0
5310,2013,R,180,Biography,Oscar Win,8.2,1083088,1,small,1
5330,2015,PG-13,137,Action,Other Win,6.5,264192,1,big,1
5331,2015,PG-13,107,Comedy,Nomination,5.8,19038,1,small,0
5333,2015,PG-13,97,Drama,Other Win,6.3,768,1,small,1
5334,2015,R,122,Drama,Other Win,5.3,16976,1,big,0
5335,2015,R,97,Action,,5.2,4200,0,small,0
5343,2015,PG-13,110,Drama,Other Win,6.0,49318,1,small,0
5344,2015,PG,93,Animation,Other Win,6.7,94834,1,small,1
5345,2015,PG,118,Biography,Other Win,7.1,5326,1,small,0
5349,2015,R,101,Comedy,Other Win,6.8,1874,0,small,0
5353,2015,R,130,Biography,Oscar Win,7.8,326711,1,big,1
5354,2015,PG-13,111,Crime,Other Win,6.3,39046,1,small,0
5365,2015,Not Rated,92,Drama,Other Win,7.8,5610,0,small,0
5367,2015,R,110,Biography,Other Win,6.3,1270,0,small,0
5368,2015,PG-13,133,Drama,Oscar Win,7.6,232501,1,small,1
5371,2015,R,101,Comedy,Nomination,6.4,61567,1,small,0
5372,2015,Not Rated,94,Crime,,5.8,7962,1,small,0
5381,2015,PG-13,98,Comedy,Other Win,6.1,57554,1,big,0
5385,2015,PG-13,122,Action,Other Win,6.9,112446,1,big,0
5388,2015,Not Rated,93,Comedy,,7.0,3018,1,small,0
5391,2015,PG,95,Comedy,,5.0,2209,1,small,0
5394,2015,R,127,Comedy,Other Win,5.7,8398,1,small,1
5395,2015,TV-14,119,Comedy,,4.8,40655,0,big,0
5396,2015,PG,92,Animation,Other Win,5.0,15320,1,big,0
5398,2015,R,168,Crime,Oscar Win,7.8,471311,1,big,1
5399,2015,PG-13,105,Animation,Nomination,8.0,17259,0,small,0
5402,2015,PG-13,106,Biography,Other Win,7.4,79331,1,big,0
5403,2015,R,118,Comedy,Nomination,6.0,60480,1,big,0
5405,2015,PG-13,124,Drama,Oscar Win,6.6,121476,1,big,0
5410,2015,R,156,Action,Oscar Win,8.0,651506,1,big,1
5417,2015,R,98,Action,Nomination,5.9,19732,1,big,0
5451,2016,PG-13,102,Action,Other Win,5.9,50569,1,big,0
5453,2016,R,110,Comedy,Nomination,6.1,76543,1,big,0
5460,2016,R,144,Action,Oscar Win,7.3,108373,1,big,0
5462,2016,PG,90,Animation,,3.4,8237,1,big,0
5463,2016,PG-13,112,Action,Nomination,5.2,93597,1,big,0
5466,2016,PG,95,Animation,Other Win,7.1,122930,1,small,1
5473,2016,R,102,Comedy,Other Win,5.9,106301,1,big,0
5474,2016,PG-13,108,Action,Other Win,5.8,48314,1,big,0
5475,2016,R,108,Action,Other Win,8.0,853366,1,big,1
5478,2016,Not Rated,95,Action,,6.0,3446,1,small,0
5479,2016,Not Rated,97,Comedy,Other Win,6.8,8255,0,small,1
5482,2017,PG-13,102,Biography,,6.5,8806,0,small,0
5483,2016,R,91,Comedy,Other Win,6.2,4810,0,small,1
5485,2016,R,94,Drama,Other Win,6.1,6266,1,small,1
5486,2016,R,102,Crime,,4.3,12740,1,small,0
5487,2016,R,97,Comedy,Other Win,7.0,96731,1,small,1
5489,2016,R,88,Comedy,Other Win,5.9,8672,1,small,1
5490,2016,R,96,Thriller,,5.0,129,0,small,0
5491,2016,Not Rated,93,Comedy,Other Win,5.7,5784,0,small,0
5492,2016,R,96,Drama,Nomination,5.7,7021,1,small,1
5493,2016,R,105,Drama,Nomination,6.5,1061,1,small,0
5496,2016,R,76,Drama,Other Win,6.2,10346,1,small,1
5497,2016,Not Rated,111,Comedy,Nomination,6.7,15723,1,big,1
5499,2016,R,118,Comedy,Oscar Win,7.9,167976,1,small,1
5500,2016,R,102,Horror,Other Win,5.1,16800,1,small,0
5501,2016,R,137,Drama,Oscar Win,7.8,225314,1,small,1
5502,2016,Not Rated,88,Crime,Other Win,5.7,8310,0,small,1
5503,2016,R,89,Action,Nomination,5.9,7369,1,small,1
5506,2016,R,91,Comedy,Other Win,5.8,2674,0,small,0
5507,2016,Not Rated,80,Comedy,Other Win,6.1,1185,0,small,0
5510,2016,PG-13,106,Comedy,Other Win,8.0,78710,1,small,1
5512,2016,PG-13,88,Comedy,Other Win,6.5,10570,1,big,0
5513,2016,PG-13,88,Action,Nomination,4.3,11149,1,small,0
5514,2016,R,110,Drama,Nomination,6.7,10833,1,small,1
5515,2016,PG-13,84,Biography,Other Win,6.4,7488,1,small,1
5516,2016,Not Rated,90,Drama,Other Win,6.1,2703,0,small,1
5517,2016,R,107,Drama,Other Win,6.3,10789,1,small,1
5518,2016,R,93,Comedy,Nomination,5.8,3464,1,small,1
5519,2016,Not Rated,93,Drama,Other Win,6.0,971,0,small,1
5520,2016,Not Rated,85,Drama,Other Win,4.4,790,0,small,0
5521,2016,Not Rated,94,Comedy,Nomination,4.9,2859,1,small,0
5522,2016,R,120,Action,Other Win,5.4,2920,1,small,0
5524,2016,R,91,Drama,Other Win,5.4,5377,1,small,0
5525,2016,Not Rated,84,Drama,Other Win,6.3,3601,0,small,1
5526,2016,Not Rated,110,Drama,Other Win,6.6,1859,0,small,1
5527,2016,PG,85,Drama,Other Win,6.7,6359,1,small,1
5529,2016,R,100,Drama,Nomination,6.1,1425,1,small,0
5530,2016,R,100,Drama,Other Win,5.5,3262,1,small,1
5531,2016,Not Rated,90,Action,Nomination,4.8,3102,1,small,0
5532,2016,R,90,Comedy,Other Win,6.0,5417,1,small,0
5533,2016,R,104,Drama,Other Win,6.4,1540,1,small,0
5534,2014,R,95,Comedy,Other Win,7.0,71755,1,big,1
5535,2016,PG-13,117,Action,Other Win,6.7,57817,1,big,0
5538,2016,R,92,Comedy,Other Win,3.5,18256,1,big,0
5539,2016,TV-MA,97,Comedy,Nomination,7.3,51359,1,big,0
5544,2016,Not Rated,120,Comedy,Other Win,6.2,10724,1,small,1
5546,2016,Not Rated,97,Drama,Nomination,5.4,377,0,small,1
5548,2016,PG-13,106,Comedy,Oscar Win,6.3,114886,1,big,1
5549,2016,PG-13,101,Action,Other Win,4.7,61733,1,big,0
5550,2016,PG-13,111,Drama,Nomination,6.6,31974,1,big,0
5551,2016,Not Rated,93,Comedy,Other Win,6.0,174,0,small,1
5558,2016,R,106,Crime,Other Win,5.3,14175,1,small,0
5566,2016,PG,108,Animation,Oscar Win,8.0,401386,1,small,1
5567,2016,PG-13,112,Drama,Other Win,6.6,70180,1,big,1
5569,2016,Not Rated,82,Horror,,2.8,284,0,small,0
5574,2016,Not Rated,95,Action,Other Win,6.7,609,0,small,1
